CustomerID,VehicleType,Model,km,StartingStation,DestinationStation,City,Review
631,Bicycle,argue857,24.98,Woodlawn Station,Crown Center,Henderson,5
631,Bicycle,court705,79.81,Benson Station,Central Station,Chicago,0
631,Bike,provide514,34.57,French Camp Station,Superior Station,Mesa,2
632,Bike,morning281,81.21,Civic Center,Central Station,Seattle,4
632,Car,research189,98.71,Quarry Market,Shrewsbury-Lansdowne I-44,Cleveland,2
633,Bicycle,eat356,66.83,Montebello/19th Ave,Guthrie Green Station,Tucson,4
633,Bicycle,eight904,5.61,Alamo Station,Liberty Street,Philadelphia,3
633,Bike,major616,55.94,Civic Center Station,Montano Station,San Francisco,3
633,Bike,piece542,91.22,Eastside Terminal,Penn Station,Bakersfield,2
634,Car,sister161,45.89,Parker Road Station,Old Town Wichita,Plano,5
635,Bicycle,doctor366,80.08,Auraria West,Stockyards Station,Raleigh,3
635,Bike,main531,20.32,7th Street/Metro Center,Downtown Plano,Nashville,3
635,Bike,main531,60.16,Union Avenue Station,Montgomery Street Station,Los Angeles,0
635,Car,thing952,83.7,Goose Hollow,Okeechobee Station,Boston,2
636,Bicycle,environment918,92.97,30th Street Station,Anthem Parkway,Seattle,2
636,Bike,open947,51.04,Amtrak Station,Alvarado Transportation Center,Aurora,0
637,Bike,realize232,4.14,Capital Boulevard,Water Street,Irvine,3
638,Bicycle,ball282,88.02,Auraria West,Pearlridge Station,Portland,4
638,Car,success670,41.21,Michigan Avenue Station,University Street Station,New York,4
639,Bicycle,choose351,77.81,UNCG Station,Sahara Station,Minneapolis,5
639,Bike,late274,21.83,Alkali Flat/La Valentina,Cincinnati Union Terminal,Bakersfield,5
639,Bike,morning281,92.18,Rosa Parks Station,Benson Station,Honolulu,1
639,Bike,nice365,64.84,Whiting Street Station,Capitol Station,Sacramento,4
639,Bike,provide514,30.51,King Street Station,US Bank Stadium,Detroit,4
639,Bike,realize232,52.29,Nine Mile Station,New Center,Plano,4
639,Car,success670,34.59,Broadway Station,East/West Boulevard,Minneapolis,0
639,Car,though502,69.44,North Main Street,Target Field Station,San Diego,2
639,Car,world750,67.65,Peachtree Center,King Street Station,New Orleans,0
640,Bicycle,easy615,93.45,Sand Lake Road,Alamo Station,Los Angeles,2
640,Bicycle,easy651,64.79,Sunport Station,Lindbergh Center,Houston,3
640,Car,thank397,62.36,Highland Station,Charles Center Station,Cleveland,4
640,Car,try871,36.6,UNCG Station,Capital Boulevard,Oakland,4
641,Bicycle,black461,86.19,Union Passenger Terminal,Warehouse District,San Jose,1
641,Bicycle,boy521,5.63,Tamien Station,Cathedral Square,Sacramento,1
641,Bike,land825,88.37,West Oakland Station,Highland Station,Stockton,5
641,Bike,nice365,95.77,Peachtree Center,Tamien Station,Seattle,2
642,Car,rock127,64.5,Donelson Station,Donelson Station,Louisville,0
643,Car,teach269,13.72,North Main Street,Pearl Station,Los Angeles,1
644,Bicycle,build432,99.97,Downtown Transit Center,Carondelet Street Station,Phoenix,3
644,Bike,interview220,50.87,Downtown Transit Center,Back Bay Station,Houston,4
644,Car,than685,65.46,Pearlridge Station,Jeffrey Road Station,Honolulu,0
645,Bicycle,develop248,95.22,Downtown Station,Horizon Ridge,Indianapolis,4
645,Bicycle,every622,74.34,Broadway Station,Ogilvie Transportation Center,San Diego,5
645,Bike,major616,75.1,Ballston Metro Station,Bell Station,Raleigh,3
645,Bike,management684,86.44,Pioneer Courthouse Square,Lindbergh Center,Stockton,1
645,Car,reveal311,78.82,Santa Fe Depot,Brickell Station,Anaheim,0
646,Bicycle,course154,69.44,West End Station,North Side Station,Columbus,0
646,Bicycle,game882,93.34,Alvarado Transportation Center,Old Town Wichita,Stockton,4
646,Bike,himself386,27.34,Convention Center,North Station,Jacksonville,5
646,Bike,others323,11.17,LaSalle Street,Rosa Parks Transit Center,Dallas,2
646,Bike,population327,51.85,Sunset Road,Lindbergh Center,Arlington,3
647,Bicycle,everybody737,32.02,Pioneer Courthouse Square,Downtown Station,Arlington,3
647,Car,theory659,14.92,Alston Avenue,Anchorage Depot,Anchorage,3
648,Bike,main531,33.37,Bush Turnpike,Pioneer Courthouse Square,Oakland,3
648,Bike,piece542,6.05,University of Arizona,Pioneer Courthouse Square,Durham,5
648,Car,so711,58.9,East 55th Street,Newtown Road,Jacksonville,1
648,Car,treatment984,44.79,Warehouse District,Lindbergh Center,Mesa,0
648,Car,treatment984,79.99,Cobo Center,Shrewsbury-Lansdowne I-44,Cleveland,2
649,Bicycle,doctor366,62.47,Scaleybark Station,Sunport Station,Milwaukee,5
649,Bike,group442,61.81,King Street Station,City Market,New York,0
649,Bike,open947,64.65,Alamo Station,Bonneville Transit Center,Tucson,1
649,Car,state345,23.11,Grand Central,Hermitage Station,Anchorage,2
650,Bike,information808,67.48,Mockingbird Station,Gaslamp Quarter,Greensboro,3
650,Car,where592,30.92,Central Station,Four Seasons Town Centre,San Antonio,5
651,Bicycle,charge978,14.11,Peoria Station,Wood Street Station,Wichita,3
651,Car,something123,44.42,Delano Station,Parker Road Station,Durham,0
652,Car,whom371,67.29,Sycamore/Main Street,Eastside Terminal,Honolulu,2
653,Bicycle,down542,50.19,St. Charles Avenue,Main Street Square,Nashville,4
653,Bicycle,every622,59.78,Green Valley Station,Tulane Avenue,Austin,5
653,Bike,industry317,84.75,Dimond Center,Riverplace Station,San Antonio,3
653,Bike,medical150,70.41,French Camp Station,Downtown Plano,Tucson,1
653,Bike,meeting760,61.25,North Station,Lodi Station,San Jose,1
653,Bike,play151,86.26,Pioneer Courthouse Square,Lindbergh Center,Charlotte,0
653,Car,response351,35.89,Steel Plaza Station,Superior Station,Miami,3
653,Car,tonight642,33.94,Cincinnati Union Terminal,Court House Station,Bakersfield,5
654,Car,write753,14.02,Water Street,Alvarado Transportation Center,Fort Worth,5
655,Bike,land825,44.51,Michigan Avenue Station,Government Center,Phoenix,2
655,Car,relate578,44.74,Okeechobee Station,GTA Depot,Charlotte,2
655,Car,side812,99.22,Alma School Station,Museum District,Plano,3
655,Car,so711,60.69,Ronstadt Transit Center,Main Street Square,Honolulu,4
656,Bicycle,boy521,60.91,East 55th Street,University of Arizona,Anchorage,2
656,Bike,law117,22.76,Lodi Station,13th Street Station,Henderson,4
656,Bike,probably583,52.04,Union Passenger Terminal,West 25th Street,Colorado Springs,3
656,Car,receive117,99.38,Durham Station,Stockton Station,Indianapolis,1
656,Car,recently555,12.19,ARTIC Station,Hermitage Station,Portland,2
657,Bike,industry808,12.55,Charles Center Station,Marion Transit Center,Los Angeles,0
657,Bike,old687,20.22,Downtown Station,Montebello/19th Ave,Corpus Christi,5
657,Car,why108,93.41,West End Station,Iliff Station,Phoenix,3
658,Car,theory659,66.52,Delano Station,LaSalle Street,Kansas City,2
659,Bicycle,defense776,88.57,Moore Square Station,Fulton Mall,Phoenix,0
659,Bike,most211,52.73,Anaheim Canyon,Texas & Pacific Station,Aurora,1
659,Bike,peace913,48.52,Downtown Transit Center,Gallery Place,Durham,2
659,Bike,piece542,22.52,Jeffrey Road Station,Civic Center Station,Jacksonville,2
660,Bicycle,down542,38.62,West Oakland Station,Pioneer Courthouse Square,Nashville,5
660,Bicycle,easy651,56.39,Crestview Station,Farragut North,Henderson,1
660,Bike,human582,97.99,Downtown Transit Center,Newtown Road,Detroit,2
660,Bike,main531,73.05,Goose Hollow,Central Station,Charlotte,2
660,Bike,medical150,11.44,Anthem Parkway,Superior Station,Orlando,3
660,Bike,meeting760,38.4,VIA Metro Center,Quarry Market,Tampa,4
660,Bike,out797,64.24,Shrewsbury-Lansdowne I-44,City Market,Tucson,2
660,Car,until491,45.09,Wood Street Station,Union Station,Miami,5
662,Bike,heart580,77.93,Market East Station,Military Highway,Minneapolis,1
662,Bike,nice365,84.59,Columbus Commons,West Oakland Station,Anaheim,5
662,Car,state345,88.93,River Market,Santa Fe Depot,Cleveland,2
662,Car,teach624,65.24,Ballston Metro Station,Linden Station,Nashville,4
662,Car,wear591,59.05,Sunset Road,UNCG Station,San Francisco,3
663,Bicycle,because502,37.49,Sunport Station,Downtown Transit Center,Orlando,3
663,Bike,half517,47.74,Downtown Station,Lakeline Station,Louisville,1
663,Bike,paper852,96.31,Sacramento Valley Station,Dobson Station,Plano,3
663,Car,rock718,35.26,Warehouse District,Victory Station,Jacksonville,5
663,Car,while940,43.09,Midtown Station,Farragut North,Jacksonville,4
664,Bicycle,able668,40.86,City Market,Disneyland Resort,Colorado Springs,5
664,Bicycle,campaign681,80.49,North Station,Cincinnati Union Terminal,Philadelphia,5
664,Bike,industry317,22.99,13th Street Station,30th Street Station,Kansas City,0
664,Bike,law117,11.31,Amtrak Station,Donelson Station,Fresno,2
664,Bike,middle530,57.22,Evans Station,Alvarado Transportation Center,Washington DC,2
665,Bike,industry317,11.12,Gateway Center,Johns Hopkins Hospital Station,Aurora,4
665,Bike,realize232,52.39,University Street Station,Cobo Center,Oakland,5
665,Car,receive117,28.32,Scaleybark Station,Anaheim Canyon,Milwaukee,2
665,Car,size977,99.74,Suburban Station,Alton Parkway,Minneapolis,0
665,Car,trip382,5.06,Kern Station,Admiral Boulevard,Columbus,0
666,Bicycle,ball282,37.15,Newtown Road,Crestview Station,New Orleans,5
666,Bike,land825,50.72,Old Town Wichita,Downtown Station,Wichita,5
666,Bike,population327,50.59,Sun Metro Terminal,Peachtree Center,Honolulu,0
666,Car,while940,68.81,Fayette Mall Station,Main Street Square,Baltimore,1
667,Bicycle,attack869,51.78,Liberty Street,Museum District,St. Louis,5
667,Bicycle,control593,2.79,Hemming Park,Downtown Transit Center,San Jose,4
667,Car,size977,4.28,GTA Depot,Downtown Transit Center,Sacramento,4
667,Car,whom371,50.62,Delmar Station,Duke University,Aurora,1
667,Car,yard386,75.48,Warehouse District,Liberty Street,Pittsburgh,0
668,Bicycle,everybody737,5.22,Encanto/Central Ave,Evans Station,Anchorage,1
668,Bike,might296,8.18,Bush Turnpike,Montano Station,New Orleans,0
668,Car,teach624,92.53,Crestview Station,Downtown Anaheim,Baltimore,0
668,Car,total312,66.28,Tower City Station,Anaheim Canyon,El Paso,0
669,Bicycle,build432,39.53,Amtrak Station,Lodi Station,New Orleans,3
669,Bicycle,develop248,8.62,13th Street Station,Steel Plaza Station,Tulsa,1
669,Bike,new216,54.99,Alamo Station,Pearlridge Station,Detroit,0
669,Car,rock718,78.83,Union Avenue Station,Broadway Station,San Diego,0
669,Car,until703,84.99,Military Highway,Downtown Station,Charlotte,0
669,Car,visit155,45.6,Meadow Woods,Lynx Central Station,Orlando,3
670,Bicycle,across985,81.02,Gateway Center,Ogilvie Transportation Center,Orlando,1
670,Car,receive117,29.11,Broad Street Line,LaSalle Street,Colorado Springs,1
671,Bicycle,court168,50.63,Peoria Station,Westlake Station,Charlotte,1
671,Car,spend345,34.97,Downtown Transit Center,Embarcadero Station,Raleigh,4
672,Bicycle,court168,6.12,Amtrak Station,City College Station,San Francisco,5
672,Car,seat130,10.25,Kern Station,Station Square,Memphis,3
672,Car,town838,57.95,Marion Transit Center,12th Street Station,Minneapolis,2
673,Bike,onto719,66.49,Marion Transit Center,Michigan Avenue Station,Lexington,2
673,Bike,peace913,78.96,Central Station,Rosemont Station,Atlanta,1
673,Car,that455,7.66,Union Station,Citadel Mall,Minneapolis,3
675,Bicycle,already175,50.88,Fountain Square Station,Downtown Transit Center,Aurora,5
675,Bike,realize232,50.89,Alamo Station,Pepsi Center/Elitch Gardens,Fort Worth,4
675,Car,whom371,17.56,Santa Clara Station,Crystal City Station,Fresno,2
676,Bicycle,economic767,57.59,Ala Moana Station,Meadow Woods,Tampa,3
676,Bike,morning188,39.09,Embarcadero Station,Quarry Market,Orlando,1
676,Bike,nation734,83.45,Staples Street Station,Farragut North,Mesa,0
676,Bike,probably374,36.31,Rosemont Station,Hollywood/NE 42nd Ave,El Paso,1
677,Bicycle,course154,3.11,Embarcadero Station,St. Charles Avenue,Albuquerque,1
677,Bicycle,doctor366,30.06,Fayette Mall Station,Pepsi Center/Elitch Gardens,Tampa,2
677,Bike,hot339,11.98,HART Downtown Station,Linden Station,Anaheim,3
678,Car,seat130,33.44,Lakeline Station,Scaleybark Station,Oakland,3
679,Bicycle,already175,71.82,Jeffrey Road Station,Charlotte Gateway Station,Cleveland,4
679,Bicycle,course154,13.28,Five Points Station,Millennium Station,Minneapolis,5
679,Bike,hear709,78.07,Gallery Place,Montebello/19th Ave,Oakland,1
679,Bike,management684,98.33,Downtown Anaheim,Alston Avenue,Stockton,0
679,Car,rock718,83.2,Lake Merritt Station,Museum District,Phoenix,1
679,Car,visit155,80.44,Anthem Parkway,Downtown Station,Raleigh,5
680,Car,various863,27.64,New Center,Rosa Parks Transit Center,Oakland,2
681,Bike,hear709,91.36,Tulane Avenue,West Oakland Station,Boston,0
682,Bicycle,continue143,99.51,Encanto/Central Ave,Sand Lake Road,Anchorage,1
682,Bicycle,east242,60.14,Country Club Station,Rosa Parks Station,Stockton,4
682,Bike,major616,64.84,Peachtree Center,West Oakland Station,Pittsburgh,1
682,Bike,message730,50.11,Ballston Metro Station,Woodlawn Station,Cincinnati,5
682,Bike,mission216,88.29,City Market,Citadel Mall,Arlington,3
683,Bicycle,dark711,78.15,Denver Avenue Station,Crown Center,Mesa,0
683,Bike,nice365,91.18,Texas A&M University Station,South Main Street,San Jose,2
683,Car,until491,86.97,Lynx Central Station,Superior Station,Tampa,3
683,Car,you668,40.99,Victory Station,Amtrak Station,Fresno,3
684,Bicycle,doctor366,34.87,Guthrie Green Station,Anaheim Canyon,Indianapolis,5
684,Bike,medical150,32.64,Tower City Station,Union Station,Henderson,0
684,Car,try871,85.26,Gallery Place,Civic Center Station,Sacramento,1
684,Car,write753,17.94,Lindbergh Center,Jefferson/1st Ave,Phoenix,0
685,Bicycle,air341,49.12,Kern Station,Penn Station,Omaha,1
685,Bicycle,because502,54.83,Ronstadt Transit Center,Benson Station,Albuquerque,4
685,Bicycle,eight904,99.04,Crestview Station,UK Campus Station,Dallas,3
685,Bike,herself131,93.41,Superior Station,Hermitage Station,Denver,1
685,Car,until703,63.6,Millard Station,Downtown Transit Center,New Orleans,2
686,Bicycle,game882,25.66,Downtown Plano,Staples Street Station,Tulsa,1
686,Bike,open947,53.26,Alton Parkway,Denver Avenue Station,Washington DC,3
687,Bicycle,already175,84.79,Station Square,Central Station,Raleigh,4
687,Bicycle,form808,24.07,Highland Station,Denver Avenue Station,Columbus,5
687,Bike,nothing156,61.37,Parker Road Station,Okeechobee Station,Memphis,4
687,Car,some938,45.62,Cary Station,Tower City Station,San Francisco,0
687,Car,success670,16.82,7th Street/Metro Center,VIA Metro Center,Boston,2
688,Car,sort931,40.43,French Camp Station,Station Square,Aurora,3
689,Bicycle,air341,18.83,Brundage Station,Hamburg Pavilion,San Antonio,4
689,Bicycle,attack869,79.5,Woodlawn Station,Jefferson/1st Ave,Virginia Beach,5
689,Car,sell214,37.02,Bonneville Transit Center,Milwaukee Intermodal Station,Wichita,4
689,Car,star370,59.49,Anchorage Depot,Hemming Park,Baltimore,1
690,Bicycle,form808,12.58,7th Street/Metro Center,Citadel Mall,Irvine,3
690,Car,response351,30.24,Peoria Station,Pioneer Courthouse Square,Mesa,3
691,Bicycle,eat356,41.44,Michigan Avenue Station,Riverfront Station,Charlotte,1
691,Bike,peace145,74.83,Downtown Station,Sycamore/Main Street,New York,4
691,Bike,provide514,55.89,Woodlawn Station,Woodlawn Station,Wichita,2
691,Car,specific544,6.32,Back Bay Station,Preston Street Station,New Orleans,0
691,Car,treatment984,15,Centro Ybor,Meadow Woods,Washington DC,0
692,Bicycle,argue857,54.07,GTA Depot,Bell Station,Raleigh,1
692,Car,such610,94.7,UNCG Station,Intermodal Transportation Center,Las Vegas,5
692,Car,until703,1.21,Staples Street Station,Duke University,Memphis,3
692,Car,various863,40.47,Embarcadero Station,Bush Turnpike,Tucson,0
693,Bicycle,charge978,48.73,Downtown Plano,Market East Station,Tulsa,3
694,Bicycle,continue143,61.94,Peoria Station,Millard Station,Cincinnati,5
694,Bicycle,effect321,54.1,GTA Depot,Old Town Transit Center,Houston,2
694,Bike,might296,49.61,Pikes Peak Station,Superior Station,Henderson,3
694,Car,set719,74.72,Iliff Station,Dimond Center,El Paso,3
695,Bicycle,environment918,28.11,South Station,Hollywood/NE 42nd Ave,Dallas,5
695,Bike,hot339,42.19,Evans Station,Anaheim Canyon,Virginia Beach,1
695,Bike,method935,54.94,Duke University,Guthrie Green Station,Mesa,2
695,Car,treatment984,17.04,Linden Station,Tamien Station,Charlotte,0
696,Bicycle,affect205,18.8,Downtown Station,Rosa Parks Station,Boston,5
696,Car,sell214,69.4,Irvine Station,UK Campus Station,Omaha,2
696,Car,side812,21.77,Mockingbird Station,Dimond Center,Virginia Beach,5
696,Car,theory659,10.35,Gaslamp Quarter,Texas & Pacific Station,Honolulu,5
696,Car,throw562,71.46,UK Campus Station,Lexington Market,Fresno,1
697,Bicycle,develop248,87.23,Fayette Mall Station,Grand Central,San Antonio,1
697,Bike,method935,74.97,Arlington Transit Station,Pearlridge Station,Colorado Springs,0
697,Bike,nice365,54.85,Diridon Station,Brundage Station,Austin,1
698,Bicycle,course154,96.16,Santa Fe Depot,Shrewsbury-Lansdowne I-44,Las Vegas,3
698,Bike,message730,8.98,Pershing Square,Steel Plaza Station,Orlando,5
698,Bike,mission216,20.66,Superior Station,Moore Square Station,Honolulu,0
698,Car,sell214,75.03,Union Station,Jeffrey Road Station,El Paso,5
699,Bicycle,down542,47.29,Guthrie Green Station,Union Station,Oakland,4
699,Bike,information808,36.62,Sacramento Valley Station,Downtown Transit Center,Boston,3
699,Car,reduce598,51.35,Fruitvale Station,Millennium Station,Denver,1
700,Bike,piece542,48.29,University Street Station,Union Station,Kansas City,4
700,Car,visit419,29.07,Transit Center Station,South Main Street,Honolulu,5
701,Bicycle,drug756,65.34,Crown Center,Suburban Station,Baltimore,0
701,Bike,lose268,71.83,Ala Moana Station,Alton Parkway,Stockton,4
701,Bike,meet406,1.45,Liberty Street,Pikes Peak Station,San Antonio,4
